Ecoregion,Country,Site,Latitude,Longitude,Genus,Species,Taxon,N_min,Date,Start_decimal,STrSS,Gamete_release,DoSRtNFM,ToSS_decimal,ToSR_decimal,daylen_decimal,sunset,sunrise
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Acanthastrea,brevis,Acanthastrea  brevis,1.0,2014-04-21,20.266666666666666,1.5,Bundles,6,18.766666666666666,5.983333333333333,13.47,18.46,5.59
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Dipsastraea,speciosa,Dipsastraea  speciosa,1.0,2014-04-21,20.4,1.6333333333333329,Bundles,6,18.766666666666666,5.983333333333333,13.47,18.46,5.59
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Montipora,cocosensis,Montipora  cocosensis,1.0,2014-05-15,20.683333333333334,1.75,Bundles,1,18.933333333333334,5.733333333333333,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Montipora,informis,Montipora  informis,1.0,2014-05-15,20.45,1.5166666666666657,Bundles,1,18.933333333333334,5.733333333333333,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Montipora,tuberculosa,Montipora  tuberculosa,1.0,2014-05-15,20.183333333333334,1.25,Bundles,1,18.933333333333334,5.733333333333333,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Platygyra,lamellina,Platygyra  lamellina,1.0,2014-05-15,20.05,1.1166666666666671,Bundles,1,18.933333333333334,5.733333333333333,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Platygyra,sinensis,Platygyra  sinensis,1.0,2014-05-15,20.283333333333335,1.3500000000000014,Bundles,1,18.933333333333334,5.733333333333333,13.12,18.56,5.44
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Galaxea,astreata,Galaxea  astreata,7.0,2014-05-16,19.883333333333333,0.9499999999999993,Bundles,2,18.933333333333334,5.716666666666667,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Platygyra,lamellina,Platygyra  lamellina,1.0,2014-05-16,20.05,1.1166666666666671,Bundles,2,18.933333333333334,5.716666666666667,13.13,18.56,5.43
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Acropora,humilis,Acropora  humilis,2.0,2014-05-17,20.25,1.3000000000000007,Bundles,3,18.95,5.716666666666667,13.14,18.57,5.43
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Galaxea,astreata,Galaxea  astreata,11.0,2014-05-17,19.883333333333333,0.9333333333333336,Bundles,3,18.95,5.716666666666667,13.14,18.57,5.43
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Galaxea,astreata,Galaxea  astreata,2.0,2014-05-19,19.883333333333333,0.9166666666666679,Bundles,5,18.966666666666665,5.7,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Echinophyllia,aspera,Echinophyllia  aspera,1.0,2014-05-20,20.216666666666665,1.25,Bundles,6,18.966666666666665,5.7,13.16,18.58,5.42
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Echinophyllia,aspera,Echinophyllia  aspera,10.0,2014-05-21,20.216666666666665,1.25,Bundles,7,18.966666666666665,5.7,13.17,18.58,5.41
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Galaxea,astreata,Galaxea  astreata,15.0,2014-06-15,20.1,0.9666666666666686,Bundles,2,19.133333333333333,5.65,14.29,19.8,5.39
North and central Red Sea,Saudi Arabia,Fsar,22.22965,39.028833,Galaxea,astreata,Galaxea  astreata,16.0,2014-06-16,20.1,0.9500000000000028,Bundles,3,19.15,5.65,14.3,19.9,5.39
North and central Red Sea,Saudi Arabia,Qita al Kirsh,22.43218888888889,38.996966666666665,Echinopora,hirsutissima,Echinopora  hirsutissima,3.0,2013-04-27,22.416666666666668,3.616666666666667,Bundles,2,18.8,5.9,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,22.43218888888889,38.996966666666665,Favites,abdita,Favites  abdita,1.0,2013-04-27,23.0,4.199999999999999,Bundles,2,18.8,5.9,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,22.43218888888889,38.996966666666665,Goniastrea,retiformis,Goniastrea  retiformis,10.0,2013-04-27,22.25,3.4499999999999993,Bundles,2,18.8,5.9,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Qita al Kirsh,22.43218888888889,38.996966666666665,Porites,lutea,Porites  lutea,4.0,2013-04-27,22.083333333333332,3.2833333333333314,Sperm,2,18.8,5.9,13.54,18.48,5.54
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,22.3190333333333,38.8543833333333,Acropora,lamarcki,Acropora  lamarcki,2.0,2013-04-25,22.666666666666668,3.866666666666667,Bundles,0,18.8,5.933333333333334,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,22.3190333333333,38.8543833333333,Acropora,pharaonis,Acropora  pharaonis,1.0,2013-04-25,22.416666666666668,3.616666666666667,Bundles,0,18.8,5.933333333333334,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,22.3190333333333,38.8543833333333,Acropora,plantaginea,Acropora  plantaginea,2.0,2013-04-25,22.5,3.6999999999999993,Bundles,0,18.8,5.933333333333334,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,22.3190333333333,38.8543833333333,Acropora,valida,Acropora  valida,2.0,2013-04-25,22.0,3.1999999999999993,Bundles,0,18.8,5.933333333333334,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar E,22.3190333333333,38.8543833333333,Acropora,variolosa,Acropora  variolosa,2.0,2013-04-25,22.75,3.9499999999999993,Bundles,0,18.8,5.933333333333334,13.52,18.48,5.56
North and central Red Sea,Saudi Arabia,Shi'b Nizar NE,22.3190333333333,38.8543833333333,Favites,abdita,Favites  abdita,1.0,2013-04-26,23.0,4.199999999999999,Bundles,1,18.8,5.916666666666667,13.53,18.48,5.55
North and central Red Sea,Saudi Arabia,Shi'b Nizar NE,22.3190333333333,38.8543833333333,Goniastrea,retiformis,Goniastrea  retiformis,10.0,2013-04-26,22.25,3.4499999999999993,Bundles,1,18.8,5.916666666666667,13.53,18.48,5.55
North and central Red Sea,Saudi Arabia,Tarut Bay,26.616666666666667,50.13333333333333,Acropora,clathrata,Acropora  clathrata,2.0,1993-05-04,20.75,2.533333333333335,Bundles,-2,18.216666666666665,4.983333333333333,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,26.616666666666667,50.13333333333333,Acropora,clathrata,Acropora  clathrata,30.0,1993-05-04,18.0,-0.216666666666665,Bundles,-2,18.216666666666665,4.983333333333333,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,26.616666666666667,50.13333333333333,Acropora,clathrata,Acropora  clathrata,50.0,1993-05-04,21.333333333333332,3.116666666666667,Bundles,-2,18.216666666666665,4.983333333333333,14.14,18.13,4.59
North and central Red Sea,Saudi Arabia,Tarut Bay,26.616666666666667,50.13333333333333,Acropora,clathrata,Acropora  clathrata,1.0,1993-05-05,22.0,3.783333333333335,Bundles,-1,18.216666666666665,4.966666666666667,14.15,18.13,4.58
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,millepora,Acropora  millepora,1.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,halicora,Favites  halicora,1.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,ryukyuensis,Platygyra  ryukyuensis,2.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,sinensis,Platygyra  sinensis,2.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2002-04-01,20.0,0.8000000000000007,Bundles,3,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,millepora,Acropora  millepora,1.0,2002-04-02,20.0,0.8000000000000007,Bundles,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,astreata,Galaxea  astreata,1.0,2002-04-02,20.0,0.8000000000000007,Not recorded,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2002-04-02,20.0,0.8000000000000007,Not recorded,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-02,20.0,0.8000000000000007,Bundles,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,5.0,2002-04-02,20.0,0.8000000000000007,Bundles,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,ryukyuensis,Platygyra  ryukyuensis,2.0,2002-04-02,20.0,0.8000000000000007,Bundles,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,sinensis,Platygyra  sinensis,2.0,2002-04-02,20.0,0.8000000000000007,Bundles,4,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,hyacinthus,Acropora  hyacinthus,2.0,2002-04-03,20.0,0.8000000000000007,Bundles,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,millepora,Acropora  millepora,1.0,2002-04-03,20.0,0.8000000000000007,Bundles,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2002-04-03,20.0,0.8000000000000007,Bundles,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,2.0,2002-04-03,20.0,0.8000000000000007,Not recorded,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2002-04-03,20.0,0.8000000000000007,Bundles,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,5.0,2002-04-03,20.0,0.8000000000000007,Bundles,5,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-20,20.0,0.8666666666666671,Not recorded,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2003-04-20,20.0,0.8666666666666671,Bundles,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-20,20.0,0.8666666666666671,Bundles,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Oulophyllia,bennettae,Oulophyllia  bennettae,1.0,2003-04-20,20.0,0.8666666666666671,Bundles,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-20,20.0,0.8666666666666671,Bundles,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-20,20.0,0.8666666666666671,Bundles,3,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-21,20.0,0.8666666666666671,Not recorded,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-21,20.0,0.8666666666666671,Not recorded,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-21,20.0,0.8666666666666671,Bundles,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,lactuca,Pectinia  lactuca,1.0,2003-04-21,20.0,0.8666666666666671,Bundles,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-21,20.0,0.8666666666666671,Bundles,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-21,20.0,0.8666666666666671,Bundles,4,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2003-04-22,20.0,0.8666666666666671,Bundles,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-22,20.0,0.8666666666666671,Not recorded,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-22,20.0,0.8666666666666671,Not recorded,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-22,20.0,0.8666666666666671,Bundles,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,lactuca,Pectinia  lactuca,1.0,2003-04-22,20.0,0.8666666666666671,Bundles,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-22,20.0,0.8666666666666671,Bundles,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Platygyra,ryukyuensis,Platygyra  ryukyuensis,1.0,2003-04-22,20.0,0.8666666666666671,Bundles,5,19.133333333333333,6.983333333333333,13.9,19.8,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Euphyllia,ancora,Euphyllia  ancora,1.0,2003-04-23,20.0,0.8833333333333329,Not recorded,6,19.116666666666667,6.983333333333333,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2003-04-23,20.0,0.8833333333333329,Not recorded,6,19.116666666666667,6.983333333333333,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,1.0,2003-04-23,20.0,0.8833333333333329,Bundles,6,19.116666666666667,6.983333333333333,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,1.0,2003-04-23,20.0,0.8833333333333329,Bundles,6,19.116666666666667,6.983333333333333,13.8,19.7,6.59
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,2.0,2005-03-28,20.5,1.283333333333335,Bundles,2,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-28,21.4,2.1833333333333336,Bundles,2,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2005-03-29,21.55,2.3333333333333357,Bundles,3,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,millepora,Acropora  millepora,1.0,2005-03-29,21.583333333333332,2.366666666666667,Bundles,3,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,halicora,Favites  halicora,1.0,2005-03-29,21.766666666666666,2.5500000000000007,Bundles,3,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,4.0,2005-03-29,20.483333333333334,1.2666666666666693,Bundles,3,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-29,21.383333333333333,2.166666666666668,Bundles,3,19.216666666666665,7.1,12.7,19.13,7.6
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,florida,Acropora  florida,1.0,2005-03-30,21.0,1.783333333333335,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Echinopora,lamellosa,Echinopora  lamellosa,5.0,2005-03-30,20.75,1.533333333333335,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Euphyllia,ancora,Euphyllia  ancora,1.0,2005-03-30,20.416666666666668,1.2000000000000028,Eggs,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,halicora,Favites  halicora,3.0,2005-03-30,20.966666666666665,1.75,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,10.0,2005-03-30,20.0,0.783333333333335,Not recorded,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,pectinata,Goniastrea  pectinata,5.0,2005-03-30,20.933333333333334,1.7166666666666686,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,10.0,2005-03-30,20.45,1.2333333333333343,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,alcicornis,Pectinia  alcicornis,1.0,2005-03-30,21.25,2.033333333333335,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,lactuca,Pectinia  lactuca,6.0,2005-03-30,21.033333333333335,1.81666666666667,Bundles,4,19.216666666666665,7.083333333333333,12.8,19.13,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,humilis,Acropora  humilis,3.0,2005-03-31,20.5,1.3000000000000007,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,hyacinthus,Acropora  hyacinthus,2.0,2005-03-31,20.8,1.6000000000000014,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Acropora,millepora,Acropora  millepora,4.0,2005-03-31,20.0,0.8000000000000007,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Echinopora,lamellosa,Echinopora  lamellosa,2.0,2005-03-31,20.75,1.5500000000000007,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,4.0,2005-03-31,20.016666666666666,0.8166666666666664,Not recorded,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Merulina,ampliata,Merulina  ampliata,2.0,2005-03-31,21.0,1.8000000000000007,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Pectinia,paeonia,Pectinia  paeonia,2.0,2005-03-31,21.583333333333332,2.383333333333333,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Scapophyllia,cylindrica,Scapophyllia  cylindrica,1.0,2005-03-31,21.45,2.25,Bundles,5,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,4.0,2005-04-01,20.333333333333332,1.1333333333333329,Not recorded,6,19.2,7.083333333333333,12.7,19.12,7.5
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Galaxea,fascicularis,Galaxea  fascicularis,1.0,2005-04-02,21.116666666666667,1.9166666666666679,Not recorded,7,19.2,7.066666666666666,12.8,19.12,7.4
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Echinopora,lamellosa,Echinopora  lamellosa,1.0,2012-04-10,20.733333333333334,1.5666666666666664,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.566666666666666,2.3999999999999986,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.833333333333332,2.6666666666666643,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Favites,complanata,Favites  complanata,1.0,2012-04-10,21.65,2.4833333333333307,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-10,21.366666666666667,2.1999999999999993,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,minuta,Goniastrea  minuta,1.0,2012-04-10,21.083333333333332,1.9166666666666643,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2012-04-10,21.483333333333334,2.3166666666666664,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,1.1666666666666667,103.75,Goniastrea,retiformis,Goniastrea  retiformis,1.0,2012-04-10,21.433333333333334,2.2666666666666657,Bundles,3,19.166666666666668,7.033333333333333,12.8,19.1,7.2
