Ecoregion,Country,Site,Latitude,Longitude,Genus,Species,Taxon,N_min,Date,Start_decimal,STrSS,Gamete_release,DoSRtNFM,ToSS_decimal,ToSR_decimal,daylen_decimal,sunset,sunrise
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Porites,cylindrica,Porites  cylindrica,1.0,1988-10-27,20.5,2.116666666666667,Sperm,3,18.383333333333333,5.816666666666666,13.34,18.23,5.49
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Porites,cylindrica,Porites  cylindrica,15.0,1995-11-09,20.583333333333332,2.116666666666667,Sperm,3,18.466666666666665,5.75,13.42,18.27,5.45
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Acropora,muricata,Acropora  muricata,1.0,1995-11-10,20.333333333333332,1.8666666666666671,Bundles,4,18.466666666666665,5.75,13.43,18.28,5.45
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Merulina,ampliata,Merulina  ampliata,6.0,1995-11-11,19.75,1.283333333333335,Bundles,5,18.466666666666665,5.733333333333333,13.44,18.28,5.44
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Montipora,grisea,Montipora  grisea,3.0,1995-11-11,20.75,2.283333333333335,Bundles,5,18.466666666666665,5.733333333333333,13.44,18.28,5.44
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Montipora,turgescens,Montipora  turgescens,3.0,1995-11-11,19.75,1.283333333333335,Bundles,5,18.466666666666665,5.733333333333333,13.44,18.28,5.44
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Oxypora,lacera,Oxypora  lacera,1.0,1995-11-11,20.5,2.033333333333335,Bundles,5,18.466666666666665,5.733333333333333,13.44,18.28,5.44
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Lobophyllia,hemprichii,Lobophyllia  hemprichii,6.0,1995-11-12,18.75,0.2666666666666657,Sperm,6,18.483333333333334,5.733333333333333,13.45,18.29,5.44
"Tuvalu, Samoa and Tonga",American Samoa,Faga’alu,-14.279444444444445,-170.70083333333332,Oxypora,lacera,Oxypora  lacera,5.0,1995-11-12,20.5,2.0166666666666657,Bundles,6,18.483333333333334,5.733333333333333,13.45,18.29,5.44
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Astreopora,myriophthalma,Astreopora  myriophthalma,1.0,1983-11-25,21.15,2.6666666666666643,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Australogyra,zelli,Australogyra  zelli,1.0,1983-11-25,22.566666666666666,4.083333333333332,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Echinophyllia,orpheensis,Echinophyllia  orpheensis,1.0,1983-11-25,21.9,3.4166666666666643,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Goniastrea,edwardsi,Goniastrea  edwardsi,3.0,1983-11-25,21.9,3.4166666666666643,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Lobophyllia,radians,Lobophyllia  radians,1.0,1983-11-25,20.15,1.6666666666666643,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Mycedium,elephantotus,Mycedium  elephantotus,1.0,1983-11-25,21.9,3.4166666666666643,Bundles,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Sandalolitha,robusta,Sandalolitha  robusta,1.0,1983-11-25,21.983333333333334,3.5,Eggs,5,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Astrea,curta,Astrea  curta,1.0,1983-11-26,21.15,2.6666666666666643,Bundles,6,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Astreopora,myriophthalma,Astreopora  myriophthalma,1.0,1983-11-26,21.15,2.6666666666666643,Bundles,6,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Dipsastraea,pallida,Dipsastraea  pallida,1.0,1983-11-26,20.65,2.1666666666666643,Bundles,6,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Mycedium,elephantotus,Mycedium  elephantotus,1.0,1983-11-26,21.916666666666668,3.4333333333333336,Bundles,6,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Platygyra,daedalea,Platygyra  daedalea,1.0,1983-11-26,22.15,3.6666666666666643,Bundles,6,18.483333333333334,5.366666666666666,13.7,18.29,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.929444444444446,147.75722222222223,Platygyra,daedalea,Platygyra  daedalea,1.0,1983-11-27,22.166666666666668,3.666666666666668,Bundles,7,18.5,5.366666666666666,13.8,18.3,5.22
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.95,148.71666666666667,Acropora,gemmifera,Acropora  gemmifera,1.0,1982-12-06,20.0,1.466666666666665,Bundles,5,18.533333333333335,5.316666666666666,13.13,18.32,5.19
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.95,148.71666666666667,Acropora,humilis,Acropora  humilis,1.0,1982-12-06,20.0,1.466666666666665,Bundles,5,18.533333333333335,5.316666666666666,13.13,18.32,5.19
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.95,148.71666666666667,Acropora,loripes,Acropora  loripes,1.0,1982-12-06,20.0,1.466666666666665,Bundles,5,18.533333333333335,5.316666666666666,13.13,18.32,5.19
Central and northern Great Barrier Reef,Australia,Big Broadhurst Reef,-18.95,148.71666666666667,Acropora,nasuta,Acropora  nasuta,1.0,1982-12-06,20.0,1.466666666666665,Bundles,5,18.533333333333335,5.316666666666666,13.13,18.32,5.19
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,aculeus,Acropora  aculeus,1.0,1983-11-25,20.466666666666665,2.0,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,grandis,Acropora  grandis,1.0,1983-11-25,21.3,2.8333333333333357,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,intermedia,Acropora  intermedia,3.0,1983-11-25,22.133333333333333,3.666666666666668,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Cyphastrea,chalcidicum,Cyphastrea  chalcidicum,1.0,1983-11-25,20.05,1.5833333333333357,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Goniastrea,pectinata,Goniastrea  pectinata,2.0,1983-11-25,21.4,2.9333333333333336,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Merulina,ampliata,Merulina  ampliata,3.0,1983-11-25,21.133333333333333,2.666666666666668,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Platygyra,daedalea,Platygyra  daedalea,1.0,1983-11-25,22.133333333333333,3.666666666666668,Bundles,5,18.466666666666665,5.35,13.7,18.28,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,cerealis,Acropora  cerealis,5.0,1983-11-26,22.316666666666666,3.833333333333332,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,gemmifera,Acropora  gemmifera,2.0,1983-11-26,22.316666666666666,3.833333333333332,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,humilis,Acropora  humilis,1.0,1983-11-26,22.316666666666666,3.833333333333332,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,hyacinthus,Acropora  hyacinthus,1.0,1983-11-26,22.316666666666666,3.833333333333332,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,intermedia,Acropora  intermedia,5.0,1983-11-26,22.15,3.6666666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,millepora,Acropora  millepora,2.0,1983-11-26,21.65,3.1666666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,muricata,Acropora  muricata,5.0,1983-11-26,22.15,3.6666666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,secale,Acropora  secale,1.0,1983-11-26,22.316666666666666,3.833333333333332,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Acropora,valida,Acropora  valida,1.0,1983-11-26,20.9,2.4166666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Merulina,ampliata,Merulina  ampliata,5.0,1983-11-26,21.15,2.6666666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.03611111111111,147.92749999999998,Montipora,turgescens,Montipora  turgescens,1.0,1983-11-26,20.9,2.4166666666666643,Bundles,6,18.483333333333334,5.35,13.8,18.29,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,hyacinthus,Acropora  hyacinthus,1.0,1986-11-19,21.5,3.083333333333332,Bundles,3,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,millepora,Acropora  millepora,1.0,1986-11-19,21.5,3.083333333333332,Bundles,3,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,muricata,Acropora  muricata,1.0,1986-11-19,21.5,3.083333333333332,Bundles,3,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,valida,Acropora  valida,1.0,1986-11-19,21.5,3.083333333333332,Bundles,3,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,gemmifera,Acropora  gemmifera,1.0,1986-11-20,21.75,3.333333333333332,Bundles,4,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,hyacinthus,Acropora  hyacinthus,1.0,1986-11-20,21.75,3.333333333333332,Bundles,4,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,millepora,Acropora  millepora,1.0,1986-11-20,21.75,3.333333333333332,Bundles,4,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,valida,Acropora  valida,1.0,1986-11-20,21.75,3.333333333333332,Bundles,4,18.416666666666668,5.35,13.4,18.25,5.21
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,hyacinthus,Acropora  hyacinthus,1.0,1987-12-09,22.083333333333332,3.466666666666665,Bundles,4,18.616666666666667,5.383333333333334,13.14,18.37,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,millepora,Acropora  millepora,1.0,1987-12-09,21.916666666666668,3.3000000000000007,Bundles,4,18.616666666666667,5.383333333333334,13.14,18.37,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,muricata,Acropora  muricata,1.0,1987-12-09,21.75,3.133333333333333,Bundles,4,18.616666666666667,5.383333333333334,13.14,18.37,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,humilis,Acropora  humilis,6.0,1987-12-10,21.5,2.866666666666667,Bundles,5,18.633333333333333,5.383333333333334,13.15,18.38,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,hyacinthus,Acropora  hyacinthus,5.0,1987-12-10,21.5,2.866666666666667,Bundles,5,18.633333333333333,5.383333333333334,13.15,18.38,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,intermedia,Acropora  intermedia,6.0,1987-12-10,21.5,2.866666666666667,Bundles,5,18.633333333333333,5.383333333333334,13.15,18.38,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,millepora,Acropora  millepora,4.0,1987-12-10,21.5,2.866666666666667,Bundles,5,18.633333333333333,5.383333333333334,13.15,18.38,5.23
Central and northern Great Barrier Reef,Australia,Bowden Reef,-19.046175,147.919553,Acropora,valida,Acropora  valida,2.0,1987-12-10,21.5,2.866666666666667,Bundles,5,18.633333333333333,5.383333333333334,13.15,18.38,5.23
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,florida,Acropora  florida,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,hyacinthus,Acropora  hyacinthus,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,latistella,Acropora  latistella,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,millepora,Acropora  millepora,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,muricata,Acropora  muricata,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,tortuosa,Acropora  tortuosa,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Astreopora,gracilis,Astreopora  gracilis,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Coelastrea,aspera,Coelastrea  aspera,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Favites,abdita,Favites  abdita,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Favites,halicora,Favites  halicora,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Favites,magnistellata,Favites  magnistellata,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Fungia,fungites,Fungia  fungites,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Goniastrea,retiformis,Goniastrea  retiformis,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Lobophyllia,hemprichii,Lobophyllia  hemprichii,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Merulina,ampliata,Merulina  ampliata,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Montipora,hispida,Montipora  hispida,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Platygyra,sinensis,Platygyra  sinensis,1.0,1985-03-15,20.166666666666668,1.6833333333333336,Not recorded,8,18.483333333333334,6.25,12.14,18.29,6.15
Ningaloo Reef and coastal north-west Australia,Australia,Dampier,-20.5,116.7,Acropora,florida,Acropora  florida,1.0,1985-03-16,20.0,1.533333333333335,Not recorded,9,18.466666666666665,6.25,12.13,18.28,6.15
Central and northern Great Barrier Reef,Australia,Davies Reef,-18.833333333333332,147.65,Turbinaria,stellulata,Turbinaria  stellulata,1.0,1990-12-06,20.333333333333332,0.7333333333333307,Sperm,4,19.6,6.383333333333334,13.13,19.36,6.23
Central and northern Great Barrier Reef,Australia,Davies Reef,-18.833333333333332,147.65,Turbinaria,stellulata,Turbinaria  stellulata,1.0,1990-12-07,20.5,0.8833333333333329,Sperm,5,19.616666666666667,6.4,13.13,19.37,6.24
Central and northern Great Barrier Reef,Australia,Davies Reef,-18.833333333333332,147.65,Diploastrea,heliopora,Diploastrea  heliopora,1.0,1990-12-08,20.5,0.8833333333333329,Not recorded,6,19.616666666666667,6.4,13.13,19.37,6.24
Central and northern Great Barrier Reef,Australia,Esk Island,-18.773818,146.519938,Acropora,tenuis,Acropora  tenuis,1.0,2015-11-30,19.0,0.38333333333333286,Bundles,4,18.616666666666667,5.45,13.1,18.37,5.27
Central and northern Great Barrier Reef,Australia,Fantome Island,-18.691344,146.519412,Acropora,pulchra,Acropora  pulchra,2.0,1992-11-14,18.0,-0.4499999999999993,Bundles,4,18.45,5.466666666666667,13.59,18.27,5.28
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-18,16.0,-2.25,Not recorded,3,18.25,4.966666666666667,14.17,18.15,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-19,16.0,-2.2666666666666657,Not recorded,4,18.266666666666666,4.966666666666667,14.18,18.16,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-19,16.0,-2.2666666666666657,Not recorded,4,18.266666666666666,4.966666666666667,14.18,18.16,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-20,16.0,-2.283333333333335,Not recorded,5,18.283333333333335,4.966666666666667,14.19,18.17,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-20,16.0,-2.283333333333335,Not recorded,5,18.283333333333335,4.966666666666667,14.19,18.17,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-21,16.0,-2.283333333333335,Not recorded,6,18.283333333333335,4.966666666666667,14.19,18.17,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-22,16.0,-2.3000000000000007,Not recorded,7,18.3,4.966666666666667,14.2,18.18,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-23,16.0,-2.3166666666666664,Not recorded,8,18.316666666666666,4.95,14.22,18.19,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1978-11-24,16.0,-2.333333333333332,Not recorded,9,18.333333333333332,4.95,14.23,18.2,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1979-11-09,16.0,-2.1499999999999986,Not recorded,5,18.15,5.033333333333333,13.7,18.9,5.2
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1979-11-10,16.0,-2.166666666666668,Not recorded,6,18.166666666666668,5.016666666666667,13.9,18.1,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1979-11-11,16.0,-2.1833333333333336,Not recorded,7,18.183333333333334,5.016666666666667,13.9,18.1,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Favites,abdita,Favites  abdita,1.0,1979-11-12,20.0,1.8166666666666664,Bundles,8,18.183333333333334,5.016666666666667,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1979-11-12,16.0,-2.1833333333333336,Not recorded,8,18.183333333333334,5.016666666666667,13.1,18.11,5.1
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1979-11-13,16.0,-2.1999999999999993,Not recorded,9,18.2,5.0,13.12,18.12,5.0
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-01,21.0,2.6000000000000014,Sperm,-3,18.4,4.95,14.27,18.24,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-02,21.0,2.583333333333332,Sperm,-2,18.416666666666668,4.95,14.28,18.25,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-04,21.0,2.5666666666666664,Sperm,0,18.433333333333334,4.95,14.29,18.26,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-05,21.0,2.5500000000000007,Sperm,1,18.45,4.95,14.3,18.27,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-07,21.0,2.533333333333335,Sperm,3,18.466666666666665,4.966666666666667,14.31,18.28,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-07,21.75,3.283333333333335,Eggs,3,18.466666666666665,4.966666666666667,14.31,18.28,4.57
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Porites,cylindrica,Porites  cylindrica,1.0,1979-12-08,21.0,2.5166666666666657,Sperm,4,18.483333333333334,4.966666666666667,14.31,18.29,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Leptoria,phrygia,Leptoria  phrygia,1.0,1979-12-09,22.0,3.5,Bundles,5,18.5,4.966666666666667,14.32,18.3,4.58
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Leptoria,phrygia,Leptoria  phrygia,1.0,1979-12-12,22.0,3.466666666666665,Bundles,8,18.533333333333335,4.983333333333333,14.33,18.32,4.59
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1980-10-28,16.0,-2.0500000000000007,Not recorded,4,18.05,5.15,13.54,18.3,5.9
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Paragoniastrea,australensis,Paragoniastrea  australensis,1.0,1980-10-28,16.0,-2.0500000000000007,Not recorded,4,18.05,5.15,13.54,18.3,5.9
Southern Great Barrier Reef (including Keppel Islands and Capricorn Bunker Reefs),Australia,Heron Island,-23.45,151.91666666666666,Acropora,millepora,Acropora  millepora,2.0,2001-11-09,20.5,2.333333333333332,Bundles,8,18.166666666666668,5.033333333333333,13.8,18.1,5.2
