Ecoregion,Country,Site,Genus,Species,Taxon,N_min,Date,Start_decimal,Gamete_release,DoSRtNFM,daylen_decimal,sunset,sunrise
Fiji,Fiji,Votua,Acropora,pulchra,Acropora aff pulchra,1.0,2011-10-19,21.58333333333333,Bundles,7,13.33,18.1,5.37
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2011-10-19,20.25,Bundles,7,13.33,18.1,5.37
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2011-11-16,22.58333333333333,Bundles,5,13.58,19.22,6.24
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2011-11-16,22.33333333333333,Bundles,5,13.58,19.22,6.24
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2011-11-16,21.416666666666668,Bundles,5,13.58,19.22,6.24
Fiji,Fiji,Votua,Acropora,sp_1_Fiji,Acropora  sp_1_Fiji,1.0,2011-11-16,22.5,Bundles,5,13.58,19.22,6.24
Fiji,Fiji,Votua,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2011-11-16,21.5,Bundles,5,13.58,19.22,6.24
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2011-11-17,22.666666666666668,Bundles,6,13.59,19.23,6.24
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2011-11-17,22.416666666666668,Bundles,6,13.59,19.23,6.24
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2011-11-17,21.5,Bundles,6,13.59,19.23,6.24
Fiji,Fiji,Votua,Goniastrea,pectinata,Goniastrea  pectinata,1.0,2011-11-17,21.58333333333333,Bundles,6,13.59,19.23,6.24
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2012-11-03,21.416666666666668,Bundles,4,13.48,19.16,6.28
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2012-11-03,20.0,Bundles,4,13.48,19.16,6.28
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2012-11-04,22.83333333333333,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2012-11-04,22.666666666666668,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2012-11-04,21.916666666666668,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2012-11-04,21.666666666666668,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2012-11-04,22.33333333333333,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2012-11-04,21.416666666666668,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2012-11-04,20.25,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2012-11-04,20.08333333333333,Bundles,5,13.49,19.17,6.28
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2012-11-05,22.83333333333333,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2012-11-05,22.58333333333333,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2012-11-05,22.0,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,muricata,Acropora  muricata,1.0,2012-11-05,21.75,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2012-11-05,22.416666666666668,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,sarmentosa,Acropora  sarmentosa,1.0,2012-11-05,21.5,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2012-11-05,20.25,Bundles,6,13.5,19.17,6.27
Fiji,Fiji,Votua,Acropora,vaughani,Acropora aff vaughani,1.0,2012-12-03,20.166666666666668,Bundles,4,13.9,19.33,6.24
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2012-12-04,22.83333333333333,Bundles,5,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2012-12-04,22.666666666666668,Bundles,5,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2012-12-04,22.08333333333333,Bundles,5,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2012-12-04,22.25,Bundles,5,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2012-12-04,20.166666666666668,Bundles,5,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,gemmifera,Acropora  gemmifera,1.0,2012-12-05,22.75,Bundles,6,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2012-12-05,22.58333333333333,Bundles,6,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,millepora,Acropora  millepora,1.0,2012-12-05,21.916666666666668,Bundles,6,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,nasuta,Acropora cf nasuta,1.0,2012-12-05,22.25,Bundles,6,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,tenuis,Acropora  tenuis,1.0,2012-12-05,20.25,Bundles,6,13.1,19.34,6.24
Fiji,Fiji,Votua,Acropora,intermedia,Acropora cf intermedia,1.0,2012-12-06,22.75,Bundles,7,13.11,19.35,6.24
Fiji,Fiji,Votua,Acropora,loripes,Acropora cf loripes,1.0,2012-12-06,21.75,Bundles,7,13.11,19.35,6.24
Fiji,Fiji,Votua,Acropora,pulchra,Acropora aff pulchra,1.0,2012-12-06,21.75,Bundles,7,13.11,19.35,6.24
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,4.0,2017-11-12,23.03333333333333,Bundles,8,13.55,19.2,6.25
Fiji,Fiji,Votua,Acropora,humilis,Acropora  humilis,4.0,2017-11-13,22.916666666666668,Bundles,9,13.56,19.21,6.25
Mascarene Islands,France,Reunion Island,Echinopora,gemmacea,Echinopora  gemmacea,1.0,2016-01-29,16.75,Bundles,5,14.6,19.4,5.58
Mascarene Islands,France,Reunion Island,Leptoria,phrygia,Leptoria  phrygia,1.0,2016-01-29,16.75,Bundles,5,14.6,19.4,5.58
Mascarene Islands,France,Reunion Island,Favites,chinensis,Favites  chinensis,2.0,2016-02-27,17.216666666666665,Bundles,5,12.34,18.47,6.13
Mascarene Islands,France,Reunion Island,Favites,sp.,Favites  sp.,2.0,2016-02-27,17.0,Bundles,5,12.34,18.47,6.13
Mascarene Islands,France,Reunion Island,Acanthastrea,echinata,Acanthastrea  echinata,1.0,2016-02-28,17.0,Bundles,6,12.33,18.47,6.14
Mascarene Islands,France,Reunion Island,Favites,chinensis,Favites  chinensis,2.0,2016-02-28,17.666666666666668,Bundles,6,12.33,18.47,6.14
Mascarene Islands,France,Reunion Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2016-02-28,17.25,Bundles,6,12.33,18.47,6.14
Mascarene Islands,France,Reunion Island,Platygyra,daedalea,Platygyra  daedalea,1.0,2016-02-29,17.333333333333332,Bundles,7,12.32,18.46,6.14
Mascarene Islands,France,Reunion Island,Dipsastraea,sp.,Dipsastraea  sp.,1.0,2017-01-17,18.25,Bundles,5,14.15,19.5,5.5
Mascarene Islands,France,Reunion Island,Echinopora,gemmacea,Echinopora  gemmacea,2.0,2017-01-17,17.333333333333332,Bundles,5,14.15,19.5,5.5
Mascarene Islands,France,Reunion Island,Leptoria,phrygia,Leptoria  phrygia,5.0,2017-01-17,17.833333333333332,Bundles,5,14.15,19.5,5.5
Mascarene Islands,France,Reunion Island,Platygyra,daedalea,Platygyra  daedalea,2.0,2017-01-17,17.666666666666668,Bundles,5,14.15,19.5,5.5
Mascarene Islands,France,Reunion Island,Echinopora,gemmacea,Echinopora  gemmacea,2.0,2017-01-18,17.5,Bundles,6,14.14,19.5,5.51
Mascarene Islands,France,Reunion Island,Leptoria,phrygia,Leptoria  phrygia,5.0,2017-01-18,17.833333333333332,Bundles,6,14.14,19.5,5.51
Mascarene Islands,France,Reunion Island,Echinopora,gemmacea,Echinopora  gemmacea,2.0,2017-01-19,17.333333333333332,Bundles,7,14.14,19.5,5.51
Mascarene Islands,France,Reunion Island,Goniastrea,stelligera,Goniastrea  stelligera,1.0,2017-01-19,18.416666666666668,Bundles,7,14.14,19.5,5.51
Mascarene Islands,France,Reunion Island,Leptoria,phrygia,Leptoria  phrygia,3.0,2017-01-19,18.666666666666668,Bundles,7,14.14,19.5,5.51
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2012-11-02,17.833333333333332,Bundles,4,13.55,18.29,5.34
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2013-10-21,18.5,Bundles,2,13.41,18.23,5.42
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2013-10-22,18.5,Bundles,3,13.43,18.24,5.41
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2014-11-08,17.25,Bundles,1,13.1,18.32,5.31
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2014-11-09,17.25,Bundles,2,13.2,18.33,5.31
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2015-11-01,18.25,Bundles,5,13.53,18.28,5.35
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2015-11-29,17.833333333333332,Bundles,3,13.18,18.45,5.27
Mascarene Islands,France,Reunion Island,Acropora,muricata,Acropora  muricata,5.0,2016-10-19,18.83333333333333,Bundles,3,13.4,18.23,5.43
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,1.0,2016-09-25,21.75,Bundles,9,12.1,17.55,5.45
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,6.0,2016-09-27,22.0,Bundles,11,12.12,17.56,5.44
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,2.0,2016-09-28,22.0,Bundles,12,12.13,17.56,5.43
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,1.0,2016-10-22,21.666666666666668,Bundles,7,13.37,18.2,5.25
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,pulchra,Acropora  pulchra,4.0,2016-10-26,20.75,Bundles,11,13.4,18.3,5.23
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,4.0,2016-10-27,22.25,Bundles,12,13.41,18.3,5.22
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,cytherea,Acropora  cytherea,7.0,2016-10-28,22.25,Bundles,13,13.42,18.4,5.22
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,pulchra,Acropora  pulchra,1.0,2016-09-20,21.5,Bundles,4,12.6,17.55,5.49
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,pulchra,Acropora  pulchra,3.0,2016-09-24,21.0,Bundles,8,12.9,17.55,5.46
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,3.0,2016-11-22,22.25,Bundles,8,13.1,18.16,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,2.0,2016-11-23,22.25,Bundles,9,13.2,18.17,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,3.0,2016-11-24,22.33333333333333,Bundles,10,13.2,18.17,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,3.0,2016-11-26,22.0,Bundles,12,13.3,18.18,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2016-11-27,22.0,Bundles,13,13.4,18.19,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,6.0,2016-11-28,22.0,Bundles,14,13.4,18.19,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,1.0,2016-11-29,22.5,Bundles,-14,13.5,18.2,5.15
"Society Islands, French Polynesia",French Polynesia,Moorea,Acropora,hyacinthus,Acropora  hyacinthus,7.0,2016-10-23,22.25,Bundles,8,13.37,18.2,5.25
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1990-08-04,21.0,Bundles,-3,12.41,18.47,6.6
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1990-08-05,21.0,Bundles,-2,12.41,18.47,6.6
Marianas Islands and Guam,Guam,Pago Bay,Acropora,valida,Acropora  valida,1.0,1990-08-05,21.0,Bundles,-2,12.41,18.47,6.6
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1990-08-06,21.0,Bundles,-1,12.4,18.46,6.6
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1990-08-09,21.166666666666668,Bundles,2,12.38,18.45,6.7
Marianas Islands and Guam,Guam,Pago Bay,Acropora,valida,Acropora  valida,1.0,1990-08-12,21.5,Bundles,5,12.37,18.44,6.7
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1991-07-03,21.0,Bundles,6,13.54,18.51,5.57
Marianas Islands and Guam,Guam,Pago Bay,Acropora,ocellata,Acropora  ocellata,1.0,1991-07-04,23.416666666666668,Bundles,7,13.53,18.51,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1991-07-04,20.5,Bundles,7,13.53,18.51,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,lutkeni,Acropora  lutkeni,1.0,1991-07-05,23.33333333333333,Bundles,8,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,ocellata,Acropora  ocellata,1.0,1991-07-05,23.33333333333333,Bundles,8,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,lutkeni,Acropora  lutkeni,1.0,1991-07-06,23.166666666666668,Bundles,9,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,ocellata,Acropora  ocellata,1.0,1991-07-06,23.166666666666668,Bundles,9,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,robusta,Acropora  robusta,1.0,1991-07-06,23.166666666666668,Bundles,9,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,squarrosa,Acropora  squarrosa,1.0,1991-07-06,21.0,Bundles,9,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1991-07-06,20.666666666666668,Bundles,9,13.54,18.52,5.58
Marianas Islands and Guam,Guam,Pago Bay,Acropora,digitifera,Acropora  digitifera,1.0,1991-07-21,21.166666666666668,Bundles,-6,12.49,18.51,6.2
Marianas Islands and Guam,Guam,Pago Bay,Acropora,digitifera,Acropora  digitifera,1.0,1991-07-24,21.0,Bundles,-3,12.47,18.5,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,gemmifera,Acropora  gemmifera,1.0,1992-07-20,23.33333333333333,Bundles,5,12.49,18.51,6.2
Marianas Islands and Guam,Guam,Pago Bay,Acropora,robusta,Acropora  robusta,1.0,1992-07-20,23.666666666666668,Bundles,5,12.49,18.51,6.2
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1992-07-21,21.166666666666668,Bundles,6,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,gemmifera,Acropora  gemmifera,1.0,1992-07-21,23.166666666666668,Bundles,6,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,robusta,Acropora  robusta,1.0,1992-07-21,23.666666666666668,Bundles,6,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1992-07-21,20.58333333333333,Bundles,6,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Galaxea,fascicularis,Galaxea  fascicularis,1.0,1992-07-21,22.0,Not recorded,6,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1992-07-22,22.0,Bundles,7,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,gemmifera,Acropora  gemmifera,1.0,1992-07-22,23.166666666666668,Bundles,7,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1992-07-22,20.5,Bundles,7,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Goniastrea,sp.,Goniastrea  sp.,1.0,1992-07-22,22.0,Not recorded,7,12.48,18.51,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,abrotanoides,Acropora  abrotanoides,1.0,1992-07-23,22.166666666666668,Bundles,8,12.47,18.5,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,robusta,Acropora  robusta,1.0,1992-07-23,23.5,Bundles,8,12.47,18.5,6.3
Marianas Islands and Guam,Guam,Pago Bay,Acropora,surculosa,Acropora  surculosa,1.0,1992-07-24,20.5,Bundles,9,12.47,18.5,6.3
Eastern Hawaii,Hawaiian Islands,Hanauma Bay,Porites,lobata,Porites  lobata,1.0,1997-07-20,23.0,Both separately,1,14.15,19.14,5.59
Eastern Hawaii,Hawaiian Islands,Hanauma Bay,Porites,lobata,Porites  lobata,1.0,1997-07-21,23.0,Both separately,2,13.14,19.14,6.0
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Lobactis,scutaria,Lobactis  scutaria,2.0,1981-07-20,17.0,Eggs,4,14.16,19.15,5.59
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Lobactis,scutaria,Lobactis  scutaria,1.0,1981-08-17,17.0,Not recorded,2,12.49,18.59,6.1
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,4.0,1987-06-26,20.75,Bundles,-14,14.26,19.16,5.5
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,4.0,1987-06-27,20.75,Bundles,-13,14.26,19.17,5.51
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,2.0,1987-07-12,20.75,Bundles,2,14.2,19.16,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,2.0,1987-07-26,20.5,Bundles,-14,13.12,19.13,6.1
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,capitata,Montipora  capitata,1.0,2016-06-05,21.0,Bundles,-15,14.23,19.11,5.48
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,capitata,Montipora  capitata,5.0,2016-06-05,21.0,Bundles,-15,14.23,19.11,5.48
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,capitata,Montipora  capitata,1.0,2016-07-05,21.0,Bundles,-14,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Lobactis,scutaria,Lobactis  scutaria,1.0,2016-07-21,16.75,Sperm,2,13.14,19.14,6.0
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Lobactis,scutaria,Lobactis  scutaria,1.0,2016-07-21,16.75,Eggs,2,13.14,19.14,6.0
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,3.0,1991-07-11,20.83333333333333,Bundles,-15,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-10,20.75,Bundles,-14,14.22,19.17,5.55
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-10,20.75,Bundles,-14,14.22,19.17,5.55
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-11,20.75,Bundles,-13,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-11,20.75,Bundles,-13,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-12,20.75,Bundles,-12,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1983-07-12,20.75,Bundles,-12,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-25,20.75,Bundles,1,13.12,19.13,6.1
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-25,20.75,Bundles,1,13.12,19.13,6.1
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-26,20.75,Bundles,2,13.11,19.13,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-26,20.75,Bundles,2,13.11,19.13,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-27,20.75,Bundles,3,13.1,19.12,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-27,20.75,Bundles,3,13.1,19.12,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-28,20.75,Bundles,4,13.1,19.12,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-28,20.75,Bundles,4,13.1,19.12,6.2
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-29,20.75,Bundles,5,13.9,19.12,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-29,20.75,Bundles,5,13.9,19.12,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-30,20.75,Bundles,6,13.8,19.11,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-30,20.75,Bundles,6,13.8,19.11,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-31,20.75,Bundles,7,13.7,19.11,6.4
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,dilatata,Montipora  dilatata,1.0,1983-07-31,20.75,Bundles,7,13.7,19.11,6.4
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1992-07-29,20.75,Bundles,-15,13.8,19.11,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1992-07-30,20.75,Bundles,-14,13.8,19.11,6.3
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Lobactis,scutaria,Lobactis  scutaria,1.0,1992-08-15,17.25,Not recorded,2,13.52,19.1,6.9
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Pavona,varians,Pavona  varians,1.0,1997-06-21,19.08333333333333,Sperm,1,14.27,19.16,5.49
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Pavona,varians,Pavona  varians,1.0,1997-06-22,19.08333333333333,Sperm,2,14.26,19.16,5.5
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Pavona,varians,Pavona  varians,1.0,1997-06-23,19.08333333333333,Sperm,3,14.26,19.16,5.5
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-04,21.0,Bundles,14,14.24,19.17,5.53
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-05,21.0,Bundles,-14,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-07-06,22.383333333333333,Bundles,-13,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-06,21.0,Bundles,-13,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-07-07,22.383333333333333,Bundles,-12,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-07,21.0,Bundles,-12,14.23,19.17,5.54
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-08,21.0,Bundles,-11,14.22,19.17,5.55
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-09,21.0,Bundles,-10,14.22,19.17,5.55
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-10,21.0,Bundles,-9,14.22,19.17,5.55
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,verrucosa,Montipora  verrucosa,1.0,1997-07-11,21.0,Bundles,-8,14.21,19.17,5.56
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-08-04,22.5,Bundles,-14,13.3,19.8,6.5
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-08-05,22.5,Bundles,-13,13.2,19.8,6.6
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-08-06,22.5,Bundles,-12,13.1,19.7,6.6
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-08-07,22.5,Bundles,-11,13.0,19.6,6.6
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-09-03,21.33333333333333,Bundles,-13,12.3,18.45,6.15
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-09-04,21.33333333333333,Bundles,-12,12.29,18.44,6.15
Eastern Hawaii,Hawaiian Islands,Kaneohe Bay,Montipora,studeri,Montipora  studeri,1.0,1997-09-05,21.33333333333333,Bundles,-11,12.28,18.43,6.15
